year,s1,season,station,station_id,stationv,stratum_use,sqnm_rgh,sqnm_smt,sqnm_all,bottom_type,decdeg_beglat_set,decdeg_beglon_set,decdeg_endlat_set,decdeg_endlon_set,s_status,cruise,uniquesta,svspp,spp,common_name,sex,catchwt,expcatchnum,length,expnumlen,c_status,sppsex,sppnm
2014,1,SPRING,6,270-3,6v24,26,297.56,686.43,983.98,ROUGH,42.46487,-70.05541,42.44792,-70.05394,audited,24141,24141  6,73,cod,ATLANTIC COD,0,11.2,9,58,2,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,6,270-3,6v24,26,297.56,686.43,983.98,ROUGH,42.46487,-70.05541,42.44792,-70.05394,audited,24141,24141  6,73,cod,ATLANTIC COD,0,11.2,9,61,1,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,2,271-1,2v24,27,220.37,499.69,720.07,SMOOTH,42.61998,-70.00679,42.62987,-70.01673,audited,24141,24141  2,73,cod,ATLANTIC COD,0,52.6,34,41,1,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,2,271-1,2v24,27,220.37,499.69,720.07,SMOOTH,42.61998,-70.00679,42.62987,-70.01673,audited,24141,24141  2,73,cod,ATLANTIC COD,0,52.6,34,45,1,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,2,271-1,2v24,27,220.37,499.69,720.07,SMOOTH,42.61998,-70.00679,42.62987,-70.01673,audited,24141,24141  2,73,cod,ATLANTIC COD,0,52.6,34,46,3,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,2,271-1,2v24,27,220.37,499.69,720.07,SMOOTH,42.61998,-70.00679,42.62987,-70.01673,audited,24141,24141  2,73,cod,ATLANTIC COD,0,52.6,34,47,2,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,2,271-1,2v24,27,220.37,499.69,720.07,SMOOTH,42.61998,-70.00679,42.62987,-70.01673,audited,24141,24141  2,73,cod,ATLANTIC COD,0,52.6,34,48,3,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,2,271-1,2v24,27,220.37,499.69,720.07,SMOOTH,42.61998,-70.00679,42.62987,-70.01673,audited,24141,24141  2,73,cod,ATLANTIC COD,0,52.6,34,49,2,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,2,271-1,2v24,27,220.37,499.69,720.07,SMOOTH,42.61998,-70.00679,42.62987,-70.01673,audited,24141,24141  2,73,cod,ATLANTIC COD,0,52.6,34,50,1,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,2,271-1,2v24,27,220.37,499.69,720.07,SMOOTH,42.61998,-70.00679,42.62987,-70.01673,audited,24141,24141  2,73,cod,ATLANTIC COD,0,52.6,34,51,2,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,2,271-1,2v24,27,220.37,499.69,720.07,SMOOTH,42.61998,-70.00679,42.62987,-70.01673,audited,24141,24141  2,73,cod,ATLANTIC COD,0,52.6,34,52,1,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,2,271-1,2v24,27,220.37,499.69,720.07,SMOOTH,42.61998,-70.00679,42.62987,-70.01673,audited,24141,24141  2,73,cod,ATLANTIC COD,0,52.6,34,53,2,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,2,271-1,2v24,27,220.37,499.69,720.07,SMOOTH,42.61998,-70.00679,42.62987,-70.01673,audited,24141,24141  2,73,cod,ATLANTIC COD,0,52.6,34,54,2,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,2,271-1,2v24,27,220.37,499.69,720.07,SMOOTH,42.61998,-70.00679,42.62987,-70.01673,audited,24141,24141  2,73,cod,ATLANTIC COD,0,52.6,34,55,1,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,2,271-1,2v24,27,220.37,499.69,720.07,SMOOTH,42.61998,-70.00679,42.62987,-70.01673,audited,24141,24141  2,73,cod,ATLANTIC COD,0,52.6,34,56,1,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,2,271-1,2v24,27,220.37,499.69,720.07,SMOOTH,42.61998,-70.00679,42.62987,-70.01673,audited,24141,24141  2,73,cod,ATLANTIC COD,0,52.6,34,59,1,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,2,271-1,2v24,27,220.37,499.69,720.07,SMOOTH,42.61998,-70.00679,42.62987,-70.01673,audited,24141,24141  2,73,cod,ATLANTIC COD,0,52.6,34,60,2,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,2,271-1,2v24,27,220.37,499.69,720.07,SMOOTH,42.61998,-70.00679,42.62987,-70.01673,audited,24141,24141  2,73,cod,ATLANTIC COD,0,52.6,34,62,1,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,2,271-1,2v24,27,220.37,499.69,720.07,SMOOTH,42.61998,-70.00679,42.62987,-70.01673,audited,24141,24141  2,73,cod,ATLANTIC COD,0,52.6,34,63,3,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,2,271-1,2v24,27,220.37,499.69,720.07,SMOOTH,42.61998,-70.00679,42.62987,-70.01673,audited,24141,24141  2,73,cod,ATLANTIC COD,0,52.6,34,64,1,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,2,271-1,2v24,27,220.37,499.69,720.07,SMOOTH,42.61998,-70.00679,42.62987,-70.01673,audited,24141,24141  2,73,cod,ATLANTIC COD,0,52.6,34,65,2,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,2,271-1,2v24,27,220.37,499.69,720.07,SMOOTH,42.61998,-70.00679,42.62987,-70.01673,audited,24141,24141  2,73,cod,ATLANTIC COD,0,52.6,34,66,1,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,2,271-1,2v24,27,220.37,499.69,720.07,SMOOTH,42.61998,-70.00679,42.62987,-70.01673,audited,24141,24141  2,73,cod,ATLANTIC COD,0,52.6,34,68,1,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,3,270-2,3v24,27,220.37,499.69,720.07,ROUGH,42.97203,-70.01337,42.95886,-70.00209,audited,24141,24141  3,73,cod,ATLANTIC COD,0,5.6,5,42,1,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,3,270-2,3v24,27,220.37,499.69,720.07,ROUGH,42.97203,-70.01337,42.95886,-70.00209,audited,24141,24141  3,73,cod,ATLANTIC COD,0,5.6,5,49,2,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,3,270-2,3v24,27,220.37,499.69,720.07,ROUGH,42.97203,-70.01337,42.95886,-70.00209,audited,24141,24141  3,73,cod,ATLANTIC COD,0,5.6,5,51,1,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,3,270-2,3v24,27,220.37,499.69,720.07,ROUGH,42.97203,-70.01337,42.95886,-70.00209,audited,24141,24141  3,73,cod,ATLANTIC COD,0,5.6,5,55,1,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,5,270-1,5v24,27,220.37,499.69,720.07,ROUGH,43.11470,-70.12576,43.11674,-70.10410,audited,24141,24141  5,73,cod,ATLANTIC COD,0,0.7,1,40,1,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,7,270-4,7v24,27,220.37,499.69,720.07,ROUGH,42.41363,-69.96784,42.42766,-69.96554,audited,24141,24141  7,73,cod,ATLANTIC COD,0,6.1,3,46,1,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,7,270-4,7v24,27,220.37,499.69,720.07,ROUGH,42.41363,-69.96784,42.42766,-69.96554,audited,24141,24141  7,73,cod,ATLANTIC COD,0,6.1,3,60,1,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,7,270-4,7v24,27,220.37,499.69,720.07,ROUGH,42.41363,-69.96784,42.42766,-69.96554,audited,24141,24141  7,73,cod,ATLANTIC COD,0,6.1,3,68,1,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,8,280-2,8v24,28,596,1385.06,1981.06,ROUGH,42.57749,-68.87209,42.56193,-68.86893,audited,24141,24141  8,73,cod,ATLANTIC COD,0,24.7,18,38,2,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,8,280-2,8v24,28,596,1385.06,1981.06,ROUGH,42.57749,-68.87209,42.56193,-68.86893,audited,24141,24141  8,73,cod,ATLANTIC COD,0,24.7,18,40,1,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,8,280-2,8v24,28,596,1385.06,1981.06,ROUGH,42.57749,-68.87209,42.56193,-68.86893,audited,24141,24141  8,73,cod,ATLANTIC COD,0,24.7,18,42,1,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,8,280-2,8v24,28,596,1385.06,1981.06,ROUGH,42.57749,-68.87209,42.56193,-68.86893,audited,24141,24141  8,73,cod,ATLANTIC COD,0,24.7,18,47,1,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,8,280-2,8v24,28,596,1385.06,1981.06,ROUGH,42.57749,-68.87209,42.56193,-68.86893,audited,24141,24141  8,73,cod,ATLANTIC COD,0,24.7,18,48,2,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,8,280-2,8v24,28,596,1385.06,1981.06,ROUGH,42.57749,-68.87209,42.56193,-68.86893,audited,24141,24141  8,73,cod,ATLANTIC COD,0,24.7,18,49,3,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,8,280-2,8v24,28,596,1385.06,1981.06,ROUGH,42.57749,-68.87209,42.56193,-68.86893,audited,24141,24141  8,73,cod,ATLANTIC COD,0,24.7,18,50,2,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,8,280-2,8v24,28,596,1385.06,1981.06,ROUGH,42.57749,-68.87209,42.56193,-68.86893,audited,24141,24141  8,73,cod,ATLANTIC COD,0,24.7,18,53,1,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,8,280-2,8v24,28,596,1385.06,1981.06,ROUGH,42.57749,-68.87209,42.56193,-68.86893,audited,24141,24141  8,73,cod,ATLANTIC COD,0,24.7,18,54,2,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,8,280-2,8v24,28,596,1385.06,1981.06,ROUGH,42.57749,-68.87209,42.56193,-68.86893,audited,24141,24141  8,73,cod,ATLANTIC COD,0,24.7,18,58,1,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,8,280-2,8v24,28,596,1385.06,1981.06,ROUGH,42.57749,-68.87209,42.56193,-68.86893,audited,24141,24141  8,73,cod,ATLANTIC COD,0,24.7,18,59,1,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,8,280-2,8v24,28,596,1385.06,1981.06,ROUGH,42.57749,-68.87209,42.56193,-68.86893,audited,24141,24141  8,73,cod,ATLANTIC COD,0,24.7,18,62,1,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,11,281-2,11v24,28,596,1385.06,1981.06,SMOOTH,42.32496,-69.33891,42.33894,-69.34696,audited,24141,24141 11,73,cod,ATLANTIC COD,0,0,0,,,,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,12,280-3,12v24,28,596,1385.06,1981.06,ROUGH,42.51137,-69.59598,42.51608,-69.61448,audited,24141,24141 12,73,cod,ATLANTIC COD,0,0,0,,,,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,13,281-1,13v24,28,596,1385.06,1981.06,SMOOTH,42.52831,-69.71767,42.54272,-69.71399,audited,24141,24141 13,73,cod,ATLANTIC COD,0,0,0,,,,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,14,280-5,14v24,28,596,1385.06,1981.06,ROUGH,42.38984,-69.90063,42.40561,-69.90167,audited,24141,24141 14,73,cod,ATLANTIC COD,0,9.4,4,51,1,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,14,280-5,14v24,28,596,1385.06,1981.06,ROUGH,42.38984,-69.90063,42.40561,-69.90167,audited,24141,24141 14,73,cod,ATLANTIC COD,0,9.4,4,57,2,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,14,280-5,14v24,28,596,1385.06,1981.06,ROUGH,42.38984,-69.90063,42.40561,-69.90167,audited,24141,24141 14,73,cod,ATLANTIC COD,0,9.4,4,74,1,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,17,280-1,17v24,28,596,1385.06,1981.06,ROUGH,42.70704,-69.56140,42.69196,-69.56112,audited,24141,24141 17,73,cod,ATLANTIC COD,0,0,0,,,,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,24,291-2,24v24,29,478.79,1110.22,1589.01,SMOOTH,42.58450,-68.01812,42.60100,-68.02928,audited,24141,24141 24,73,cod,ATLANTIC COD,0,8.5,8,39,1,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,24,291-2,24v24,29,478.79,1110.22,1589.01,SMOOTH,42.58450,-68.01812,42.60100,-68.02928,audited,24141,24141 24,73,cod,ATLANTIC COD,0,8.5,8,40,1,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,24,291-2,24v24,29,478.79,1110.22,1589.01,SMOOTH,42.58450,-68.01812,42.60100,-68.02928,audited,24141,24141 24,73,cod,ATLANTIC COD,0,8.5,8,45,1,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,24,291-2,24v24,29,478.79,1110.22,1589.01,SMOOTH,42.58450,-68.01812,42.60100,-68.02928,audited,24141,24141 24,73,cod,ATLANTIC COD,0,8.5,8,46,1,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,24,291-2,24v24,29,478.79,1110.22,1589.01,SMOOTH,42.58450,-68.01812,42.60100,-68.02928,audited,24141,24141 24,73,cod,ATLANTIC COD,0,8.5,8,51,1,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,24,291-2,24v24,29,478.79,1110.22,1589.01,SMOOTH,42.58450,-68.01812,42.60100,-68.02928,audited,24141,24141 24,73,cod,ATLANTIC COD,0,8.5,8,53,1,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,24,291-2,24v24,29,478.79,1110.22,1589.01,SMOOTH,42.58450,-68.01812,42.60100,-68.02928,audited,24141,24141 24,73,cod,ATLANTIC COD,0,8.5,8,54,1,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,24,291-2,24v24,29,478.79,1110.22,1589.01,SMOOTH,42.58450,-68.01812,42.60100,-68.02928,audited,24141,24141 24,73,cod,ATLANTIC COD,0,8.5,8,64,1,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,30,290-2,30v24,29,478.79,1110.22,1589.01,ROUGH,42.12587,-67.87763,42.13804,-67.89102,audited,24141,24141 30,73,cod,ATLANTIC COD,0,3.9,1,74,1,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,31,290-4A,31v24,29,478.79,1110.22,1589.01,ROUGH,42.24786,-67.65869,42.23027,-67.65309,audited,24141,24141 31,73,cod,ATLANTIC COD,0,4.63,1,69,1,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,32,290-5,32v24,29,478.79,1110.22,1589.01,ROUGH,42.32052,-67.60325,42.33628,-67.60677,audited,24141,24141 32,73,cod,ATLANTIC COD,0,0,0,,,,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,33,290-3,33v24,29,478.79,1110.22,1589.01,ROUGH,42.39543,-67.89502,42.41194,-67.89675,audited,24141,24141 33,73,cod,ATLANTIC COD,0,4.9,2,60,2,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,34,290-6,34v24,29,478.79,1110.22,1589.01,ROUGH,42.50877,-68.19196,42.49348,-68.18309,audited,24141,24141 34,73,cod,ATLANTIC COD,0,44.9,31,36,2,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,34,290-6,34v24,29,478.79,1110.22,1589.01,ROUGH,42.50877,-68.19196,42.49348,-68.18309,audited,24141,24141 34,73,cod,ATLANTIC COD,0,44.9,31,39,1,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,34,290-6,34v24,29,478.79,1110.22,1589.01,ROUGH,42.50877,-68.19196,42.49348,-68.18309,audited,24141,24141 34,73,cod,ATLANTIC COD,0,44.9,31,40,3,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,34,290-6,34v24,29,478.79,1110.22,1589.01,ROUGH,42.50877,-68.19196,42.49348,-68.18309,audited,24141,24141 34,73,cod,ATLANTIC COD,0,44.9,31,43,1,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,34,290-6,34v24,29,478.79,1110.22,1589.01,ROUGH,42.50877,-68.19196,42.49348,-68.18309,audited,24141,24141 34,73,cod,ATLANTIC COD,0,44.9,31,45,2,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,34,290-6,34v24,29,478.79,1110.22,1589.01,ROUGH,42.50877,-68.19196,42.49348,-68.18309,audited,24141,24141 34,73,cod,ATLANTIC COD,0,44.9,31,46,1,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,34,290-6,34v24,29,478.79,1110.22,1589.01,ROUGH,42.50877,-68.19196,42.49348,-68.18309,audited,24141,24141 34,73,cod,ATLANTIC COD,0,44.9,31,48,3,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,34,290-6,34v24,29,478.79,1110.22,1589.01,ROUGH,42.50877,-68.19196,42.49348,-68.18309,audited,24141,24141 34,73,cod,ATLANTIC COD,0,44.9,31,50,1,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,34,290-6,34v24,29,478.79,1110.22,1589.01,ROUGH,42.50877,-68.19196,42.49348,-68.18309,audited,24141,24141 34,73,cod,ATLANTIC COD,0,44.9,31,51,2,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,34,290-6,34v24,29,478.79,1110.22,1589.01,ROUGH,42.50877,-68.19196,42.49348,-68.18309,audited,24141,24141 34,73,cod,ATLANTIC COD,0,44.9,31,52,2,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,34,290-6,34v24,29,478.79,1110.22,1589.01,ROUGH,42.50877,-68.19196,42.49348,-68.18309,audited,24141,24141 34,73,cod,ATLANTIC COD,0,44.9,31,53,1,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,34,290-6,34v24,29,478.79,1110.22,1589.01,ROUGH,42.50877,-68.19196,42.49348,-68.18309,audited,24141,24141 34,73,cod,ATLANTIC COD,0,44.9,31,55,2,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,34,290-6,34v24,29,478.79,1110.22,1589.01,ROUGH,42.50877,-68.19196,42.49348,-68.18309,audited,24141,24141 34,73,cod,ATLANTIC COD,0,44.9,31,56,4,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,34,290-6,34v24,29,478.79,1110.22,1589.01,ROUGH,42.50877,-68.19196,42.49348,-68.18309,audited,24141,24141 34,73,cod,ATLANTIC COD,0,44.9,31,60,3,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,34,290-6,34v24,29,478.79,1110.22,1589.01,ROUGH,42.50877,-68.19196,42.49348,-68.18309,audited,24141,24141 34,73,cod,ATLANTIC COD,0,44.9,31,65,1,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,34,290-6,34v24,29,478.79,1110.22,1589.01,ROUGH,42.50877,-68.19196,42.49348,-68.18309,audited,24141,24141 34,73,cod,ATLANTIC COD,0,44.9,31,66,1,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,34,290-6,34v24,29,478.79,1110.22,1589.01,ROUGH,42.50877,-68.19196,42.49348,-68.18309,audited,24141,24141 34,73,cod,ATLANTIC COD,0,44.9,31,72,1,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,35,290-1,35v24,29,478.79,1110.22,1589.01,ROUGH,42.17811,-68.15832,42.19004,-68.17274,audited,24141,24141 35,73,cod,ATLANTIC COD,0,1.4,1,,,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,36,291-1,36v24,29,478.79,1110.22,1589.01,SMOOTH,42.16197,-68.23507,42.17711,-68.23531,audited,24141,24141 36,73,cod,ATLANTIC COD,0,1.4,1,51,1,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,21,360-4,21v24,36,291.91,663.33,955.24,ROUGH,42.82337,-68.39885,42.80680,-68.39740,audited,24141,24141 21,73,cod,ATLANTIC COD,0,0,0,,,,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,22,360-6,22v24,36,291.91,663.33,955.24,ROUGH,42.86201,-68.17619,42.87876,-68.17471,audited,24141,24141 22,73,cod,ATLANTIC COD,0,24.4,16,40,2,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,22,360-6,22v24,36,291.91,663.33,955.24,ROUGH,42.86201,-68.17619,42.87876,-68.17471,audited,24141,24141 22,73,cod,ATLANTIC COD,0,24.4,16,43,1,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,22,360-6,22v24,36,291.91,663.33,955.24,ROUGH,42.86201,-68.17619,42.87876,-68.17471,audited,24141,24141 22,73,cod,ATLANTIC COD,0,24.4,16,47,1,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,22,360-6,22v24,36,291.91,663.33,955.24,ROUGH,42.86201,-68.17619,42.87876,-68.17471,audited,24141,24141 22,73,cod,ATLANTIC COD,0,24.4,16,48,1,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,22,360-6,22v24,36,291.91,663.33,955.24,ROUGH,42.86201,-68.17619,42.87876,-68.17471,audited,24141,24141 22,73,cod,ATLANTIC COD,0,24.4,16,49,1,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,22,360-6,22v24,36,291.91,663.33,955.24,ROUGH,42.86201,-68.17619,42.87876,-68.17471,audited,24141,24141 22,73,cod,ATLANTIC COD,0,24.4,16,52,2,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,22,360-6,22v24,36,291.91,663.33,955.24,ROUGH,42.86201,-68.17619,42.87876,-68.17471,audited,24141,24141 22,73,cod,ATLANTIC COD,0,24.4,16,53,1,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,22,360-6,22v24,36,291.91,663.33,955.24,ROUGH,42.86201,-68.17619,42.87876,-68.17471,audited,24141,24141 22,73,cod,ATLANTIC COD,0,24.4,16,56,2,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,22,360-6,22v24,36,291.91,663.33,955.24,ROUGH,42.86201,-68.17619,42.87876,-68.17471,audited,24141,24141 22,73,cod,ATLANTIC COD,0,24.4,16,58,1,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,22,360-6,22v24,36,291.91,663.33,955.24,ROUGH,42.86201,-68.17619,42.87876,-68.17471,audited,24141,24141 22,73,cod,ATLANTIC COD,0,24.4,16,59,1,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,22,360-6,22v24,36,291.91,663.33,955.24,ROUGH,42.86201,-68.17619,42.87876,-68.17471,audited,24141,24141 22,73,cod,ATLANTIC COD,0,24.4,16,61,1,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,22,360-6,22v24,36,291.91,663.33,955.24,ROUGH,42.86201,-68.17619,42.87876,-68.17471,audited,24141,24141 22,73,cod,ATLANTIC COD,0,24.4,16,63,1,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,22,360-6,22v24,36,291.91,663.33,955.24,ROUGH,42.86201,-68.17619,42.87876,-68.17471,audited,24141,24141 22,73,cod,ATLANTIC COD,0,24.4,16,72,1,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,23,361-2,23v24,36,291.91,663.33,955.24,SMOOTH,43.04726,-68.19697,43.03309,-68.19530,audited,24141,24141 23,73,cod,ATLANTIC COD,0,0,0,,,,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,25,360-2,25v24,36,291.91,663.33,955.24,ROUGH,42.82626,-67.87582,42.81981,-67.85534,audited,24141,24141 25,73,cod,ATLANTIC COD,0,1.5,2,54,1,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,25,360-2,25v24,36,291.91,663.33,955.24,ROUGH,42.82626,-67.87582,42.81981,-67.85534,audited,24141,24141 25,73,cod,ATLANTIC COD,0,1.5,2,55,1,audited,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,26,361-1,26v24,36,291.91,663.33,955.24,SMOOTH,42.86204,-67.80790,42.86980,-67.82776,audited,24141,24141 26,73,cod,ATLANTIC COD,0,0,0,,,,ATLANTIC COD,ATLANTIC COD
2014,1,SPRING,27,360-3,27v24,36,291.91,663.33,955.24,ROUGH,42.81577,-67.75638,42.83094,-67.74898,audited,24141,24141 27,73,cod,ATLANTIC COD,0,10.3,7,46,1,audited,ATLANTIC COD,ATLANTIC COD
