INDEX_NAME,YEAR,SEASON,LENGTH,FREQUENCY,STOCK,SURVEY
MADMF_Industry_SPRING,2003,SPRING,16,13,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,16,13,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,16,13,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,16,13,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,17,22,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,17,22,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,17,22,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,17,22,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,17,22,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,17,22,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,17,22,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,17,22,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,17,22,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,18,18,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,18,18,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,18,18,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,18,18,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,18,18,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,18,18,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,18,18,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,18,18,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,19,19,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,19,19,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,19,19,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,19,19,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,19,19,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,19,19,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,19,19,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,20,18,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,20,18,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,20,18,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,20,18,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,20,18,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,20,18,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,21,17,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,21,17,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,21,17,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,21,17,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,21,17,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,21,17,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,22,11,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,22,11,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,22,11,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,22,11,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,23,12,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,23,12,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,23,12,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,23,12,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,24,16,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,24,16,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,24,16,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,24,16,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,24,16,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,25,14,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,25,14,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,25,14,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,25,14,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,25,14,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,25,14,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,26,23,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,26,23,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,26,23,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,26,23,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,26,23,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,26,23,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,26,23,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,26,23,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,27,21,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,27,21,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,27,21,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,27,21,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,27,21,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,27,21,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,27,21,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,27,21,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,28,23,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,28,23,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,28,23,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,28,23,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,28,23,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,28,23,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,28,23,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,28,23,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,29,27,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,29,27,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,29,27,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,29,27,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,29,27,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,29,27,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,29,27,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,29,27,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,29,27,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,30,31,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,30,31,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,30,31,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,30,31,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,30,31,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,30,31,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,30,31,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,30,31,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,30,31,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,30,31,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,30,31,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,31,27,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,31,27,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,31,27,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,31,27,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,31,27,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,31,27,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,31,27,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,31,27,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,31,27,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,31,27,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,32,33,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,32,33,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,32,33,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,32,33,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,32,33,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,32,33,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,32,33,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,32,33,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,32,33,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,33,36,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,33,36,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,33,36,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,33,36,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,33,36,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,33,36,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,33,36,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,33,36,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,33,36,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,33,36,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,33,36,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,34,40,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,34,40,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,34,40,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,34,40,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,34,40,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,34,40,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,34,40,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,34,40,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,34,40,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,34,40,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,35,35,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,35,35,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,35,35,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,35,35,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,35,35,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,35,35,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,35,35,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,35,35,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,35,35,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,35,35,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,35,35,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,35,35,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,36,32,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,36,32,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,36,32,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,36,32,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,36,32,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,36,32,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,36,32,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,36,32,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,36,32,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,36,32,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,36,32,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,36,32,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,37,35,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,37,35,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,37,35,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,37,35,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,37,35,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,37,35,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,37,35,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,37,35,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,37,35,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,37,35,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,37,35,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,38,38,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,38,38,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,38,38,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,38,38,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,38,38,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,38,38,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,38,38,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,38,38,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,38,38,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,38,38,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,39,42,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,39,42,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,39,42,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,39,42,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,39,42,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,39,42,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,39,42,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,39,42,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,39,42,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,40,34,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,40,34,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,40,34,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,40,34,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,40,34,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,40,34,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,40,34,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,40,34,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,41,30,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,41,30,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,41,30,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,41,30,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,41,30,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,41,30,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,41,30,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,42,31,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,42,31,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,42,31,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,42,31,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,42,31,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,42,31,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,42,31,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,42,31,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,43,29,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,43,29,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,43,29,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,43,29,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,43,29,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,43,29,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,44,29,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,44,29,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,44,29,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,44,29,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,44,29,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,44,29,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,45,34,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,45,34,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,45,34,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,45,34,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,45,34,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,46,27,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,46,27,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,46,27,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,46,27,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,47,30,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,47,30,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,47,30,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,47,30,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,47,30,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,47,30,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,48,36,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,48,36,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,48,36,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,48,36,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,48,36,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,48,36,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,49,28,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,49,28,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,49,28,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,49,28,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,49,28,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,49,28,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,49,28,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,50,24,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,50,24,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,50,24,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,50,24,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,50,24,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,50,24,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,51,26,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,51,26,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,51,26,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,51,26,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,51,26,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,51,26,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,51,26,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,52,29,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,52,29,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,52,29,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,52,29,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,52,29,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,52,29,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,52,29,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,53,32,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,53,32,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,53,32,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,53,32,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,53,32,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,53,32,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,53,32,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,53,32,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,54,26,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,54,26,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,54,26,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,54,26,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,54,26,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,54,26,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,54,26,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,55,27,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,55,27,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,55,27,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,55,27,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,55,27,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,55,27,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,55,27,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,56,27,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,56,27,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,56,27,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,56,27,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,56,27,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,56,27,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,56,27,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,57,25,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,57,25,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,57,25,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,57,25,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,57,25,WGOM,MADMF Industry
MADMF_Industry_SPRING,2003,SPRING,58,23,WGOM,MADMF Industry
