INDEX_NAME,SURVEY,AREA,SEASON,STOCK,YEAR,LENGTH,FREQUENCY
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1984,21,0.043213377
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1984,22,0.018179876
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1984,25,0.036359752
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1984,29,0.025033501
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1984,31,0.018179876
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1984,32,0.036359752
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1984,35,0.018179876
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1984,36,0.018179876
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1984,38,0.036359752
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1984,45,0.018179876
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1984,46,0.018179876
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1984,48,0.018179876
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1984,50,0.018179876
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1984,58,0.018179876
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1984,60,0.043213377
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1984,62,0.025033501
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1984,64,0.043213377
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1984,65,0.025033501
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1984,120,0.113330485
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1985,7,0.045332194
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1985,10,0.045332194
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1985,17,0.015203304
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1985,19,0.015203304
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1985,31,0.030406608
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1985,32,0.022947376
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1985,35,0.041127252
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1985,36,0.030406608
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1985,37,0.030406608
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1985,38,0.045894752
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1985,39,0.03815068
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1985,40,0.045894752
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1985,42,0.018179876
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1985,43,0.030406608
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1985,45,0.03815068
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1985,46,0.022947376
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1985,47,0.015203304
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1985,48,0.018179876
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1985,49,0.03338318
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1985,51,0.018179876
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1985,60,0.018179876
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1985,65,0.015203304
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1985,68,0.045332194
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1985,72,0.015203304
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1985,77,0.015203304
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1985,78,0.015203304
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1985,84,0.015203304
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1985,97,0.018179876
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1985,100,0.015203304
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1986,29,0.015203304
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1986,32,0.027536851
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1986,34,0.042740155
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1986,35,0.036359752
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1986,36,0.045716727
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1986,41,0.027536851
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1986,43,0.018179876
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1986,62,0.018179876
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1986,107,0.018179876
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1987,33,0.018243965
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1987,34,0.018243965
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1987,36,0.018179876
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1987,38,0.018179876
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1987,39,0.018243965
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1987,41,0.03648793
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1987,43,0.018243965
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1987,44,0.022947376
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1987,45,0.018243965
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1987,47,0.036359752
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1987,49,0.018243965
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1987,51,0.018243965
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1987,52,0.018179876
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1987,55,0.018179876
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1987,70,0.022947376
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1987,71,0.018179876
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1987,82,0.075553657
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1987,95,0.018179876
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1987,99,0.075553657
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1988,11,0.015203304
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1988,15,0.04544969
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1988,16,0.030406608
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1988,18,0.040236805
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1988,20,0.06296165
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1988,21,0.015203304
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1988,23,0.015203304
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1988,24,0.070483191
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1988,25,0.030406608
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1988,26,0.025033501
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1988,28,0.047758346
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1988,29,0.022724845
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1988,30,0.015203304
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1988,31,0.015203304
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1988,32,0.025033501
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1988,34,0.037928149
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1988,35,0.025033501
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1988,36,0.025033501
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1988,37,0.022724845
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1988,40,0.040236805
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1988,41,0.040236805
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1988,43,0.025033501
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1988,44,0.025033501
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1988,45,0.072791847
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1988,47,0.100134004
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1988,48,0.050067002
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1988,49,0.072791847
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1988,50,0.025033501
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1988,53,0.025033501
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1988,55,0.015203304
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1988,61,0.022724845
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1988,64,0.015203304
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1988,65,0.022724845
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1988,68,0.022724845
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1988,69,0.022724845
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1988,104,0.022724845
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1989,22,0.013031404
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1989,23,0.020199862
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1989,27,0.033231266
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1989,28,0.013031404
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1989,29,0.013031404
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1989,30,0.106862256
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1989,31,0.086830924
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1989,32,0.066631062
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1989,33,0.039094211
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1989,34,0.093999383
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1989,35,0.115841819
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1989,36,0.159189632
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1989,37,0.093999383
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1989,38,0.170746991
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1989,39,0.092693869
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1989,40,0.10850483
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1989,41,0.146158228
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1989,42,0.088304968
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1989,43,0.068105106
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1989,44,0.10428446
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1989,45,0.039094211
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1989,46,0.027536851
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1989,47,0.040399725
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1989,48,0.088304968
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1989,49,0.075273565
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1989,50,0.020199862
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1989,51,0.037776828
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1989,53,0.020199862
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1989,54,0.027536851
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1989,57,0.027536851
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1989,58,0.047736713
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1989,60,0.027536851
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1989,61,0.013031404
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1989,66,0.020199862
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1989,107,0.037776828
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1990,8,0.022724845
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1990,11,0.025033501
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1990,34,0.022724845
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1990,37,0.025033501
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1990,38,0.072791847
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1990,39,0.065270306
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1990,40,0.201023804
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1990,41,0.085686495
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1990,42,0.191033385
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1990,43,0.070483191
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1990,44,0.110719996
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1990,45,0.1008898
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1990,46,0.070483191
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1990,47,0.08337784
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1990,48,0.169064335
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1990,49,0.133444842
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1990,50,0.070483191
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1990,51,0.06296165
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1990,52,0.06296165
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1990,53,0.047758346
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1990,54,0.015203304
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1990,56,0.040236805
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1990,58,0.022724845
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1990,59,0.097825348
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1990,64,0.022724845
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1990,66,0.022724845
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1990,69,0.015203304
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1990,90,0.025033501
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1991,19,0.025033501
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1991,26,0.025033501
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1991,27,0.015203304
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1991,35,0.025033501
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1991,38,0.015203304
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1991,45,0.015203304
ASMFC Shrimp Trawl_WGOM_SUMMER,ASMFC Shrimp Trawl,WGOM,SUMMER,WGOM,1991,46,0.015203304
